input_text,target_text
Audio: Acoustic_guitar | Location: Home | Risk: Normal,Acoustic scan shows normal Acoustic_guitar presence in the Home.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Low-risk Coin_(dropping) activity in the Home detected. Situation is stable.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The Store experienced a typical Coin_(dropping) sound event.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The Home experienced a typical Coin_(dropping) sound event.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Low-risk Coin_(dropping) activity in the School detected. Situation is stable.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Everything is calm in the Store despite the detection of Coin_(dropping).
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the Home.
Audio: Coin_(dropping) | Location: School | Risk: Normal,"Coin_(dropping) was identified in the School, with no associated risk."
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The Store experienced a typical Coin_(dropping) sound event.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Low-risk Coin_(dropping) activity in the Home detected. Situation is stable.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Coin_(dropping) detected in the School is categorized as safe.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The sound of Coin_(dropping) in the Store is consistent with safe conditions.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The Coin_(dropping) sound in the Home is part of usual background activity.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Routine Coin_(dropping) noise was detected in the School. No action needed.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The environment at the Store is secure despite the Coin_(dropping) sound.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the Home.
Audio: Coin_(dropping) | Location: School | Risk: Normal,"Sound levels at the School, including Coin_(dropping), are within safe bounds."
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Low-risk Coin_(dropping) activity in the Store detected. Situation is stable.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the Home.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Coin_(dropping) detected in the School is categorized as safe.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,"Sound levels at the Store, including Coin_(dropping), are within safe bounds."
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the Home.
Audio: Coin_(dropping) | Location: School | Risk: Normal,"A Coin_(dropping) sound was recorded at the School, but it poses no threat."
Audio: Coin_(dropping) | Location: Store | Risk: Normal,"Sound levels at the Store, including Coin_(dropping), are within safe bounds."
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The environment at the Home is secure despite the Coin_(dropping) sound.
Audio: Coin_(dropping) | Location: School | Risk: Normal,The Coin_(dropping) sound in the School is part of usual background activity.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Coin_(dropping) detected in the Store is categorized as safe.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) sound is heard in the Home, but it's nothing to worry about."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The Coin_(dropping) sound in the Store is part of usual background activity.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The sound of Coin_(dropping) in the Home is consistent with safe conditions.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,"A Coin_(dropping) sound is heard in the Store, but it's nothing to worry about."
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"Coin_(dropping) was identified in the Home, with no associated risk."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Everything is calm in the Store despite the detection of Coin_(dropping).
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) was picked up in the Home, classified as non-threatening."
Audio: Coin_(dropping) | Location: School | Risk: Normal,"Coin_(dropping) was identified in the School, with no associated risk."
Audio: Coin_(dropping) | Location: Store | Risk: Normal,"A Coin_(dropping) was picked up in the Store, classified as non-threatening."
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The Home experienced a typical Coin_(dropping) sound event.
Audio: Coin_(dropping) | Location: School | Risk: Normal,The environment at the School is secure despite the Coin_(dropping) sound.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Routine Coin_(dropping) noise was detected in the Store. No action needed.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) was picked up in the Home, classified as non-threatening."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Routine Coin_(dropping) noise was detected in the Store. No action needed.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the Home.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Low-risk Coin_(dropping) activity in the Store detected. Situation is stable.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The environment at the Home is secure despite the Coin_(dropping) sound.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Everything is calm in the School despite the detection of Coin_(dropping).
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The sound of Coin_(dropping) in the Store is consistent with safe conditions.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) sound was recorded at the Home, but it poses no threat."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Coin_(dropping) detected in the School is categorized as safe.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,"A Coin_(dropping) was picked up in the Store, classified as non-threatening."
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The sound of Coin_(dropping) in the Home is consistent with safe conditions.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Low-risk Coin_(dropping) activity in the School detected. Situation is stable.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The Coin_(dropping) sound in the Store is part of usual background activity.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Coin_(dropping) detected in the Home is categorized as safe.
Audio: Coin_(dropping) | Location: School | Risk: Normal,The environment at the School is secure despite the Coin_(dropping) sound.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Coin_(dropping) detected in the Store is categorized as safe.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) sound is heard in the Home, but it's nothing to worry about."
Audio: Coin_(dropping) | Location: School | Risk: Normal,"Sound levels at the School, including Coin_(dropping), are within safe bounds."
Audio: Coin_(dropping) | Location: Store | Risk: Normal,"A Coin_(dropping) sound is heard in the Store, but it's nothing to worry about."
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) sound was recorded at the Home, but it poses no threat."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Coin_(dropping) detected in the School is categorized as safe.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the Store.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,The environment at the Home is secure despite the Coin_(dropping) sound.
Audio: Coin_(dropping) | Location: School | Risk: Normal,"Sound levels at the School, including Coin_(dropping), are within safe bounds."
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The sound of Coin_(dropping) in the Store is consistent with safe conditions.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) sound was recorded at the Home, but it poses no threat."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Routine Coin_(dropping) noise was detected in the Store. No action needed.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Low-risk Coin_(dropping) activity in the Home detected. Situation is stable.
Audio: Coin_(dropping) | Location: School | Risk: Normal,Coin_(dropping) detected in the School is categorized as safe.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Normal acoustic activity: Coin_(dropping) sound observed in the Store.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,"A Coin_(dropping) was picked up in the Home, classified as non-threatening."
Audio: Coin_(dropping) | Location: School | Risk: Normal,Acoustic scan shows normal Coin_(dropping) presence in the School.
Audio: Coin_(dropping) | Location: Store | Risk: Normal,The Store experienced a typical Coin_(dropping) sound event.
Audio: Coin_(dropping) | Location: Home | Risk: Normal,Everything is calm in the Home despite the detection of Coin_(dropping).
Audio: Coin_(dropping) | Location: School | Risk: Normal,Everything is calm in the School despite the detection of Coin_(dropping).
Audio: Coin_(dropping) | Location: Store | Risk: Normal,Everything is calm in the Store despite the detection of Coin_(dropping).
